URUT,R101,R102,R105,FOOD,NONFOOD,EXPEND,KAPITA,KALORI_KAP,PROTE_KAP,LEMAK_KAP,KARBO_KAP,R1802,R1810A,R2001B,R2001C,R2001D,R2001F,R2001G,R2001H,R2001K,R2001M,Banyak_Anak
519040,32,76,1,1982999.999999999,3069000,5052000,1684000,1771.506666666666,56.36145238095239,39.85383333333334,236.6708095238094,1,4,1,5,5,5,5,1,5,1,1
519115,32,76,1,4954285.714285714,3994583.333333333,8948869.047619049,2237217.261904762,2119.767551020408,72.70679591836736,44.16650765,295.0328392857143,1,5,1,5,5,5,1,1,5,1,1
519145,32,76,1,2627142.857142856,2165416.666666666,4792559.523809524,1597519.841269841,2744.281326530611,85.46162244897958,74.09937755102041,355.3220952380952,1,2,1,5,5,5,5,1,5,1,0
519154,32,76,1,2656285.714285715,2356166.666666666,5012452.380952381,1002490.476190476,1652.957989795918,49.26836939,62.97341633,197.9553,1,4,1,5,5,5,1,1,5,1,1
519158,32,76,1,5338285.714285715,11654166.66666666,16992452.38095238,3398490.476190476,1667.737775510204,50.52854939,34.06907918367346,252.3603657142857,1,4,1,5,5,1,1,1,5,1,3
519159,32,76,1,4311428.571,3244083.333333333,7555511.904761903,1888877.976190475,1821.817079081632,57.80248724489797,40.64885204081632,256.6156249999999,1,5,1,5,5,5,5,1,5,1,2
519196,32,76,1,5002542.857142857,12461333.33333333,17463876.19047619,5821292.063492063,3104.026734693877,87.18615646258503,54.03646258503401,488.6692857142856,1,2,1,1,5,1,1,1,5,1,1
519231,32,76,1,2967385.714285714,2000499.999999999,4967885.714285714,1655961.904761904,1931.824153741496,66.78615646258504,40.71146259,282.3867857142856,2,1,1,5,5,1,1,1,5,5,1
519246,32,76,1,1380000,980583.3333333333,2360583.333333333,1180291.666666666,1693.145714285714,74.54589285714285,46.39535714285715,252.9846428571428,2,2,5,5,5,5,5,5,5,5,1
519281,32,76,1,2871428.571,3503749.999999999,6375178.571,2125059.523809523,2445.993129,81.13869727891156,54.93354081632652,325.3707857142857,1,1,1,5,5,5,5,1,5,1,1
519311,32,76,1,3661285.714285714,4737916.666666666,8399202.381,2799734.126984126,2587.582881,91.99807142857144,60.87319047619047,346.8546190476189,1,2,1,1,5,1,5,1,5,1,1
519323,32,76,1,2340000,3279583.333333332,5619583.333333332,1123916.666666666,1481.233008163264,44.43025183673469,37.97630204081632,207.2254228571428,1,4,1,5,5,1,5,1,5,1,3
519356,32,76,1,6101571.428571429,9568750,15670321.42857142,3917580.357142857,1960.572385204081,82.89014285714283,58.28582908163265,224.7683214285714,1,1,1,5,5,5,5,1,5,1,2
519357,32,76,1,1911000,1851583.333333332,3762583.333333332,940645.8333333333,1656.227117346938,49.25194132653061,35.81343367346939,263.6298571428571,1,4,1,5,5,5,5,5,5,1,2
519372,32,76,1,2036571.428571428,2247749.999999999,4284321.428571428,2142160.714285714,2284.571428571428,67.29160714285713,57.06121428571429,329.5219999999999,1,2,1,5,5,5,5,1,5,1,1
519432,32,76,1,4057714.285714286,3926750.000000001,7984464.285714287,2661488.095238095,2056.226462585033,72.84236394557826,65.43794558,233.7442142857143,1,1,1,1,5,1,5,1,5,1,1
519449,32,76,1,2764285.714285714,2921666.666666666,5685952.381,1137190.476190476,1686.321499999999,47.28361428571429,43.30957142857142,232.7063142857143,1,2,1,5,5,5,5,1,5,1,2
519513,32,76,1,7316142.857142855,15311416.66666666,22627559.52380952,3771259.921,1230.956088435373,42.26386054,50.06242517006802,171.1745476190476,2,1,1,1,5,1,5,1,1,1,2
519542,32,76,1,6910714.285714281,9702750,16613464.28571428,4153366.071,2201.682117346938,74.85791938775508,46.23411378,302.5183785714285,1,1,1,1,5,1,5,1,1,1,2
519551,32,76,1,4658571.428571428,5336166.666666666,9994738.095238095,1665789.682539682,1474.916343537414,48.91042346938775,39.42454081632651,194.5394047619047,1,5,1,5,5,1,5,5,5,1,2
519584,32,76,1,4624285.714285714,8177000.000000001,12801285.71428571,3200321.428571429,1825.05088,60.93294387755103,44.71548469387755,249.5879642857142,1,4,1,5,5,5,5,1,5,1,2
519647,32,76,1,26392285.71428571,31147499.99999999,57539785.71428571,7192473.214285714,3389.544751,105.4907762755101,136.6410591836734,386.9201142857141,1,1,1,1,5,1,1,1,1,1,1
519674,32,76,1,2674714.285714286,8434416.666666668,11109130.95238095,5554565.476190477,2352.869999999999,55.31746428571427,38.71160714285714,328.9254285714287,1,2,1,1,5,5,5,1,1,5,1
519680,32,76,1,1170257.142857142,1882416.666666666,3052673.809523809,763168.4523809523,1265.368022959183,31.75617602040816,26.61687755102041,198.1709107142856,2,2,1,5,5,5,5,1,5,5,2
519733,32,76,1,6714857.142857141,5030083.333333334,11744940.47619047,2348988.095238095,2979.052,90.31211428571427,75.05898571428568,442.6747571,1,1,1,5,5,1,5,1,5,1,3
519756,32,76,1,14444999.99999999,10994499.99999999,25439499.99999999,3634214.285714284,2821.093137026237,89.99391049562679,66.02624169096207,427.2794775510203,1,4,1,1,1,1,1,1,5,1,2
519759,32,76,1,4988142.857142857,6251233.333333331,11239376.19047618,2809844.047619047,1910.808698979591,54.76254336734695,66.81386734693874,237.3475357142857,1,1,1,5,5,5,5,1,5,1,2
519805,32,76,1,6672857.142857143,5272083.333333333,11944940.47619047,2388988.095238095,2073.425653061224,71.22216122,56.95504897959181,286.8859771428571,1,2,1,1,5,5,5,1,5,1,3
519845,32,76,1,2691857.142857143,1845500,4537357.142857143,504150.7936507937,1522.047562358276,44.25463151927437,27.03070181405895,255.5638651,1,5,1,5,5,5,5,1,5,5,4
519860,32,76,1,3945214.285714284,4103666.666666666,8048880.952380951,1609776.19,2151.409163265306,57.73587551020408,78.52945306122449,273.0472285714285,1,4,1,1,5,1,5,1,1,1,3
519884,32,76,1,1879714.285714286,4537416.666666666,6417130.952380952,3208565.476190476,2175.701734693876,72.57702551,54.70797449,298.2599285714285,1,4,1,1,5,5,1,1,1,1,0
519902,32,76,1,1905857.142857142,1479416.666666666,3385273.809523808,846318.4523809521,1775.572142857142,54.21237500000002,36.46616071428572,265.5569464285713,2,2,1,5,5,5,5,1,5,5,2
519929,32,76,1,1325142.857142857,1136499.999999999,2461642.857142857,615410.7142857143,1477.807321428571,43.47741071,35.52474999999999,226.7932857142857,3,4,1,5,5,5,5,1,5,5,2
519948,32,76,1,1735714.285714285,2215000,3950714.285714285,1975357.142857142,2873.182836734693,93.86326734693876,57.11695408163264,378.1028,1,4,1,1,5,5,5,1,5,1,0
519983,32,76,1,2388428.571428571,2503000,4891428.571428571,1222857.142857142,1696.678596938776,53.87429081632654,41.86676275510201,229.2490178571428,1,4,1,5,5,1,5,1,5,1,2
519986,32,76,1,1953000,1130166.666666666,3083166.666666666,770791.6666666666,1401.757142857142,41.12430357142856,35.53742857142857,187.3574428571428,2,2,5,5,5,5,5,5,5,5,2
520023,32,76,1,2747142.857142856,4102166.666666666,6849309.523809523,1712327.381,1610.456517857143,48.62505357142858,53.46253571,201.0092857142857,1,4,1,1,5,1,5,1,1,1,2
520030,32,76,1,7605857.142857139,14207666.66666666,21813523.81,7271174.603174601,2027.245646258503,87.05496598639456,52.86088435,279.5521428571427,1,4,1,1,5,1,5,1,1,1,2
520042,32,76,1,3243642.857142857,3955416.666666667,7199059.523809524,1199843.253968253,1471.933795918367,43.45049965986396,41.74455986394558,153.3797047619047,2,2,1,1,1,1,1,1,1,1,4
520044,32,76,1,4093714.285714285,3182166.666666667,7275880.952380953,1818970.238095238,2798.431760204081,70.46234439,50.72788520408163,432.4434285714286,1,4,1,5,5,5,1,5,5,1,2
520050,32,76,1,3032571.428571429,3297383.333333332,6329954.761904761,3164977.381,2618.706122,91.65251020408164,52.34663265306122,389.6738214285714,1,1,5,5,5,5,1,1,5,1,0
520053,32,76,1,2250857.142857142,1877750,4128607.142857142,825721.4285714285,1576.995269387754,49.43335102040818,30.05253469387754,227.4924999999999,1,4,5,5,5,1,5,1,5,1,3
520054,32,76,1,3454628.571,2017499.999999999,5472128.571,1824042.857142857,2532.762007,81.98161565,52.21264625850339,367.2960476190476,1,4,1,5,5,5,5,1,5,5,1
520055,32,76,1,2421428.571428571,1722833.333333333,4144261.904761904,1036065.476190476,1844.202525510203,60.71891581632656,43.56929846938773,259.0241785714284,1,5,1,5,5,5,5,1,5,1,2
520062,32,76,1,5298857.142857143,7440833.333333336,12739690.47619048,3184922.619,2012.320051020408,51.44984948979594,37.40193622448979,306.1415714285714,1,4,1,5,5,5,1,5,5,1,2
520065,32,76,1,3540085.714285714,3154083.333333333,6694169.047619047,1673542.261904761,2183.035653061224,54.86604795918368,49.06167448979591,329.5616499999999,1,4,1,5,5,5,5,1,5,1,2
520071,32,76,1,5960571.428571429,20204083.33333332,26164654.76190475,8721551.587301586,2672.541513605442,91.79223129251704,77.90750680272107,346.9815714285714,1,1,1,1,5,1,1,1,1,1,1
520081,32,76,1,1680857.142857142,1517250,3198107.142857142,639621.4285714285,1626.972795918366,46.47441632653062,35.61598367346938,249.0202857142857,1,4,1,5,5,5,5,1,5,5,3
520090,32,76,1,1263000,1972166.666666666,3235166.666666666,1617583.333333333,2246.196785714285,57.40107142857142,42.43124999999999,269.9380357142857,1,4,1,5,5,5,5,5,5,1,0
520091,32,76,1,2695285.714285715,1288250,3983535.714285715,995883.9285714288,1903.912346938775,66.17571939,39.23572704081633,251.1953571428571,1,5,5,5,5,5,5,5,5,1,3
520105,32,76,1,4688571.428571429,9939666.666666666,14628238.09523809,4876079.365079364,2426.677891156462,60.81909523809521,70.54868027210885,286.4165476190476,1,2,1,1,5,5,5,1,5,1,2
520125,32,76,1,1735714.285714286,1925916.666666667,3661630.952380953,3661630.952380953,4069.193571428571,101.5250714285714,63.51657142857141,549.8633571428571,3,1,1,5,5,1,5,5,5,5,0
520160,32,76,1,3482999.999999999,3746333.333333334,7229333.333333333,1807333.333333333,2147.837780612244,69.48623469387756,52.55108673469384,301.2593214285715,1,4,1,1,5,5,5,1,5,1,1
520172,32,76,1,3240000,4261749.999999999,7501749.999999999,7501749.999999999,3805.171897959183,103.2393061224489,137.0532551020408,456.2585714285714,1,4,1,5,5,1,1,1,5,1,0
520194,32,76,1,4452214.285714285,4619333.333333334,9071547.619,3023849.206349206,3797.896867346938,126.8731306122448,64.55203129,572.4398333333332,1,2,1,5,5,5,5,1,5,1,2
520215,32,76,1,1986000,3570000,5556000,5556000,4236.578571428571,111.3167857142857,81.427,560.2020714285713,1,4,1,5,5,5,5,1,5,1,0
520232,32,76,1,3332571.428571428,4511083.333333333,7843654.761904763,2614551.587301587,1537.499523809523,46.96571428571429,35.32857142857143,236.2380952380952,1,1,1,1,5,5,5,1,1,1,1
520235,32,76,1,2816571.428571428,3110083.333333335,5926654.761904763,1481663.690476191,1884.350918367347,54.77141581632653,41.84778061224489,279.5767499999999,1,4,5,5,5,1,5,1,5,1,2
520236,32,76,1,4317428.571428572,2519000,6836428.571428572,1367285.714285714,1331.937779591836,46.64415877551022,37.85849551020407,158.9497542857143,1,4,1,5,5,5,1,1,5,1,3
520240,32,76,1,3126428.571428571,2835416.666666667,5961845.238095238,1490461.309523809,1904.707321428571,67.56941071,46.94976785714285,254.3142321428571,1,4,1,5,5,5,5,1,5,1,1
520257,32,76,1,4579714.285714285,3907000,8486714.285714285,1414452.381,1972.821198979591,66.97295408163262,53.70322448979592,265.9435952380952,1,4,1,5,5,5,5,1,5,1,4
520306,32,76,1,5078657.143,8548333.333333332,13626990.47619047,4542330.158730157,2603.607414965986,69.03591156462586,55.7254932,326.4379047619046,1,1,1,1,5,5,1,5,5,1,1
520307,32,76,1,2330571.428571428,3636833.333333333,5967404.761904761,1193480.952380952,2129.607878,58.98851836734694,43.93842448979592,358.8123999999999,1,2,1,5,5,1,5,1,5,1,2
520310,32,76,1,2918571.428571427,3776333.333333332,6694904.762,1673726.19,2187.661378,64.65049235,54.66175255102041,276.5904999999999,1,1,1,1,5,5,5,1,5,1,2
520316,32,76,1,1491428.571428571,2739333.333333333,4230761.904761904,1057690.476190476,2046.740357142856,48.37733928571429,29.783625,278.4894999999999,1,2,1,5,5,5,5,1,5,1,2
520317,32,76,1,8584285.714285716,20935250,29519535.71428572,7379883.929,1866.981186224489,68.65346939,51.28179846938775,236.0233571428571,1,1,1,1,5,1,1,1,5,1,2
520348,32,76,1,1880571.428571429,1929166.666666666,3809738.095238095,952434.5238095236,1798.795612244897,46.53072959183671,39.65316326530611,259.7071785714284,1,4,1,5,5,5,5,1,5,1,2
520375,32,76,1,6353142.857142857,8006999.999999998,14360142.85714285,3590035.714285713,1665.908749999999,58.76821428571429,49.66257142857141,184.0908571428571,1,1,1,1,5,1,5,1,1,1,2
520377,32,76,1,902142.8571428568,1089000,1991142.857142856,1991142.857142856,2605.136224489795,86.75192857142856,78.03991836734694,294.3993571428571,2,2,1,5,5,5,5,5,5,5,0
520383,32,76,1,1366285.714285713,878166.6666666666,2244452.381,561113.0952380951,1540.957857142857,38.26964285714284,23.18571428571429,269.6157142857142,1,2,5,5,5,5,5,1,5,5,2
520407,32,76,1,4491428.571,3149333.333333333,7640761.904761903,1910190.476190475,2518.033061,77.85993367346938,71.87501275510206,365.4025178571428,1,4,1,5,5,1,5,1,5,1,2
520505,32,76,1,6134571.428571428,5151083.333333334,11285654.76190476,2821413.69,2778.407602040816,90.42562755102044,71.95255102040815,332.0768928571428,2,2,1,5,5,5,1,1,5,1,2
520509,32,76,1,3250285.714285714,2163583.333333333,5413869.047619046,1082773.809523809,2031.500979591837,57.77866122448981,47.73315102040816,293.6411714285714,1,2,1,5,5,5,5,1,5,5,2
520517,32,76,1,2245714.285714284,1193416.666666666,3439130.952380951,859782.7380952379,1814.144668367347,65.34338010204083,35.92536989795918,246.0823035714283,1,7,1,5,5,5,5,1,5,5,1
520526,32,76,1,5937428.571,9702833.333333336,15640261.9,5213420.634920635,2116.432925170067,75.99187755,65.32144217687076,271.9723333333333,1,4,1,5,5,1,5,1,1,1,2
520535,32,76,1,4822714.285714285,24147583.33333333,28970297.61904761,9656765.873015871,1813.135391156462,53.17941156462585,39.77394557823128,234.3644047619048,1,1,1,1,5,1,1,5,1,1,0
520539,32,76,1,3064714.285714286,8562598.666666668,11627312.95238095,11627312.95238095,2747.177142857142,105.9178571428571,75.18485714285714,354.6279999999999,1,1,1,1,5,1,1,5,1,1,0
520555,32,76,1,864985.7142857144,1321941.666666666,2186927.381,1093463.69,1762.641428571428,42.14432142857143,34.51278571,289.7440714285714,1,3,1,5,5,5,5,5,5,1,0
520557,32,76,1,2027142.857142857,7155250,9182392.857142856,9182392.857142856,2321.408673469387,90.19166326530612,48.42155102040815,333.1218571428571,1,4,1,5,5,5,5,5,5,1,0
520559,32,76,1,6845142.857142855,12372166.66666666,19217309.52380952,9608654.762,3388.615867346939,117.6846173469387,90.03410204081634,423.1962857142856,1,2,1,1,5,1,5,1,1,1,1
520572,32,76,1,3485271.428571428,6578666.666666668,10063938.09523809,3354646.031746032,2228.807959183673,75.30707482993196,44.97453061,286.6521904761904,1,2,1,1,5,1,5,1,5,1,2
520575,32,76,1,6259157.142857141,5311791.666666666,11570948.81,3856982.936507936,2738.170969387755,87.65719388,74.43906802721087,324.7752571428571,2,4,1,5,5,5,5,1,5,1,1
520601,32,76,1,1471285.714285714,1541916.666666666,3013202.380952381,1004400.793650793,1974.134843537414,57.10266394557825,45.97297414965986,266.4035714285714,2,2,1,5,5,5,5,1,5,5,1
520603,32,76,1,3149185.714285714,3563333.333333333,6712519.047619047,2237506.349206349,2243.714523809523,72.008,53.18304761904761,296.7756380952381,1,2,1,1,5,5,5,1,5,1,1
520646,32,76,1,2256857.142857142,2459583.333333333,4716440.476190475,2358220.238095237,2225.457265306122,67.30154591836735,47.51027551020409,323.9570714285714,1,1,1,1,5,5,1,1,5,1,0
520680,32,76,1,6775671.428571425,13423333.33333333,20199004.76190475,5049751.190476188,2217.582272959183,67.69055357142857,61.09461989795919,279.7309107142856,1,1,1,1,5,1,1,1,5,1,2
520703,32,76,1,4761428.571,6790499.999999999,11551928.57142857,1925321.428571428,1627.874557823128,60.80881632653063,38.52554081632651,232.3741071428571,1,4,1,1,5,5,5,1,5,1,2
520734,32,76,1,3266571.428571428,2242083.333333333,5508654.761904761,918109.1269841267,2003.350383333333,57.74114285714286,39.39790476190476,285.4971999999999,1,2,1,5,5,5,5,1,5,1,2
520757,32,76,1,2830285.714285713,2125916.666666666,4956202.381,1239050.595238095,2335.693714285713,67.75969897959185,40.98483163265306,356.9487893,2,4,1,1,5,5,5,1,5,1,2
520795,32,76,1,1995000,2966583.333333333,4961583.333333333,992316.6666666666,1333.039714285714,38.063,22.95439999999999,195.8681285714285,1,4,1,5,5,5,5,5,5,1,2
520798,32,76,1,3656571.428571428,3060583.333333333,6717154.761904762,3358577.380952381,2704.002321428571,109.5763775510204,100.1162244897959,316.1314285714285,2,2,1,1,5,5,5,1,5,5,1
520808,32,76,1,714857.1429,721750,1436607.142857142,478869.0476190476,1379.069285714285,30.76511904761905,24.95852381,188.3917380952381,2,2,5,5,5,5,5,1,5,5,1
520813,32,76,1,4504285.714285714,3392916.666666665,7897202.381,1974300.595238095,2715.658125,83.54748214285713,67.15292857142857,391.2531964285715,1,4,1,5,5,5,5,1,5,1,2
520819,32,76,1,3383571.428571428,4013250,7396821.428571429,1849205.357142857,1825.528571428571,63.72182142857142,37.70751785714285,239.8141071428571,1,2,1,5,5,5,5,1,5,1,2
520884,32,76,1,1647428.571428571,2185749.999999999,3833178.571,766635.7142857142,1416.814751020408,30.53508163265305,21.23252693877551,232.2714857142857,1,2,5,5,5,5,5,1,5,1,3
520885,32,76,1,1497857.142857142,2360166.666666666,3858023.809523809,1929011.904761904,1861.731428571428,41.09235714285715,36.17621428571429,289.1534999999999,3,4,1,5,5,5,5,1,5,5,0
520891,32,76,1,4196442.857142856,5164916.666666666,9361359.523809522,4680679.761904761,3830.453061224489,108.3895459183673,67.65208673469385,560.6523214285714,1,4,1,1,5,1,1,1,5,1,1
520963,32,76,1,4136117.142857141,4726008,8862125.142857142,2954041.714285714,3334.901353741497,97.30925646258504,78.71964353741495,417.2461952380953,1,4,1,1,5,5,5,1,5,1,1
520965,32,76,1,9035571.428571424,7765166.666666666,16800738.09523809,4200184.523809523,3388.542020408164,96.47647397959189,82.54325051020407,475.6460785714288,1,1,1,5,5,1,1,1,5,1,2
520969,32,76,1,3520285.714285715,3564083.333333332,7084369.047619047,2361456.349206349,2051.708945578231,54.68918367346939,66.09295578231288,242.8928333333333,3,2,1,5,5,5,1,1,5,5,0
521004,32,76,1,7017857.142857142,7576583.333333333,14594440.47619047,3648610.119047618,2399.496556122448,71.08035714285712,63.90194387755104,325.3869821428572,1,2,1,5,5,1,1,1,1,1,2
521086,32,76,1,7210714.285714282,3974750,11185464.28571428,2796366.071,3275.423439,110.0037836734693,72.17937806122448,427.5348035714287,1,2,1,5,5,5,5,1,5,1,2
521092,32,76,1,2249142.857142857,6623499.999999999,8872642.857142856,4436321.428571428,2061.273571428571,58.77089285714284,32.29646428571428,279.3333428571428,1,1,1,5,5,5,1,1,5,1,0
521159,32,76,1,1287857.142857142,642916.6666666665,1930773.809523809,1930773.809523809,1800.049489795918,38.57418367346939,59.12295918367346,288.8257142857142,3,4,5,5,5,5,5,5,5,5,0
521166,32,76,1,5971285.714285712,17253416.66666666,23224702.38095237,4644940.476190475,1684.041878,45.30901836734695,33.40259591836734,240.4387142857143,2,2,1,5,5,5,5,1,5,5,2
521179,32,76,1,9149142.857142854,12847833.33333333,21996976.19047618,3142425.170068026,2386.067018950437,73.77024052478134,49.56843294460642,336.3088775510203,1,4,1,5,5,1,5,1,1,1,5
521188,32,76,1,6577714.285714283,9814000,16391714.28571428,4097928.571,2126.085089285714,64.01817857142856,53.69607142857142,302.0706428571429,1,1,1,1,5,1,1,1,5,1,2
521189,32,76,1,654000.0000000001,982583.3333333334,1636583.333333333,818291.6666666667,1271.620714285714,30.60035714285714,21.12914285714285,216.1912857142857,2,4,1,5,5,5,5,1,5,5,0
521190,32,76,1,1496142.857142857,2785083.333333333,4281226.190476191,1070306.547619047,1426.591129591836,39.82793877551019,29.23363265306122,187.6201785714285,2,2,1,5,5,1,5,1,5,5,2
521192,32,76,1,5423142.857142857,12519500,17942642.85714285,2990440.476190476,1457.010131,49.75592142857144,51.24363333,154.2841952380952,1,1,1,1,5,1,5,1,1,1,1
521196,32,76,1,3586285.714285715,2876916.666666666,6463202.380952382,1615800.595238095,2104.218533163265,58.39177806122451,46.83970408163263,266.4115,2,2,1,5,5,1,5,1,5,5,2
521210,32,76,1,6029571.429,7373999.999999998,13403571.42857142,3350892.857142857,2581.520260204081,84.16586224489797,72.32022448979593,333.7634464285716,1,1,1,5,5,1,5,1,1,1,2
521213,32,76,1,2549142.857142858,2765500,5314642.857142858,885773.8095238097,1437.030629,41.1149949,28.64436224489795,212.3059166666667,1,4,1,5,5,5,1,1,5,1,3
521237,32,76,1,2203714.285714285,3246500.000000001,5450214.285714287,1362553.571428571,1961.836160714285,54.98608928571429,47.50014285714285,215.0997857142857,1,1,1,5,5,5,5,1,5,1,1
521264,32,76,1,3516000,8368583.333333331,11884583.33333333,2971145.833333333,1874.896403061224,58.98400510204081,38.80976020408163,235.8087142857143,1,1,1,1,5,1,5,1,5,1,2
521313,32,76,1,957685.7142857146,1299833.333333333,2257519.047619048,1128759.523809524,1921.189285714285,55.58335714285713,43.48635714285715,277.7982857142856,1,4,1,5,5,5,5,1,5,1,1
521403,32,76,1,1625571.428571429,794583.3333333333,2420154.761904762,2420154.761904762,4048.395608163265,126.5050816326531,83.86227551020407,460.3031571428571,2,2,1,5,5,5,5,5,5,5,0
521438,32,76,1,5278414.285714283,7315166.666666665,12593580.95238094,4197860.317460316,2825.885200680272,95.05168775510204,86.00903605442177,362.6025619047618,1,4,5,5,5,1,5,1,5,1,1
521456,32,76,1,4901867.142857142,13150141.66666666,18052008.81,6017336.269841269,2129.331955782312,68.94197619047621,49.46468707482993,310.0799523809524,1,1,1,1,5,1,1,1,1,1,1
521472,32,76,1,3044528.571,1658833.333333332,4703361.904761903,940672.3809523808,1914.255828571428,71.98164857142856,50.22240857142857,253.7443142857141,2,2,1,5,5,5,5,1,5,5,3
521473,32,76,1,1603285.714285714,4374658.333333333,5977944.047619047,2988972.023809523,1677.645714285714,48.38785714285715,39.25428571428572,268.5328571428571,1,4,5,5,5,5,5,5,5,5,1
521508,32,76,1,1500000,1445083.333333333,2945083.333333333,981694.4444444444,1895.116088435374,60.78886054421768,42.22378231292515,260.2167619047619,1,4,1,5,5,1,5,1,5,1,1
521515,32,76,1,2401371.428571428,2615366.666666666,5016738.095238095,1672246.031746031,2398.764795918367,65.56460204081633,58.65394557823128,337.1126666666667,1,4,1,5,5,1,1,1,5,1,1
521588,32,76,1,2412857.142857143,2988166.666666666,5401023.809523809,1350255.952380952,2097.673520408163,65.64966836734696,58.00318877551019,269.3951785714285,1,4,1,5,5,1,1,1,5,1,2
521615,32,76,1,5232042.857142857,9188583.333333332,14420626.19047619,3605156.547619047,1816.917999999999,71.50200714285715,40.15725714285714,277.0213785714286,1,1,1,5,5,1,5,1,5,1,2
521627,32,76,1,4326428.571428569,3585916.666666666,7912345.238095236,1978086.309523809,2294.115561224489,80.06825510204082,47.45131633,319.8843214285712,1,5,1,1,5,5,1,1,5,1,2
521632,32,76,1,2423142.857142857,1536083.333333332,3959226.19,989806.5476190476,2007.173979591836,52.95477806,47.88266836734693,285.4161571428571,3,2,1,5,5,5,5,1,5,5,2
521666,32,76,1,1010142.857142857,798500,1808642.857142857,602880.9523809523,1930.798095238095,50.80180612244898,26.02689115646258,327.4889523809522,2,4,1,5,5,5,5,1,5,5,1
521689,32,76,1,3339428.571428571,2280249.999999999,5619678.571,1404919.642857142,2260.505739795918,62.61079081632653,42.35126275510203,290.3141071428571,1,4,1,5,5,5,5,1,5,1,2
521703,32,76,1,2835857.142857142,6764499.999999999,9600357.143,3200119.047619047,1785.481095238095,50.12625646258502,44.67376394557823,258.8394285714285,1,4,1,1,5,1,1,1,5,1,1
521711,32,76,1,3632142.857142857,3932333.333333333,7564476.190476191,1891119.047619047,2776.324821428571,78.90142857142855,60.73580357142856,357.6093214285714,2,2,1,5,5,1,5,1,5,1,2
521725,32,76,1,1969714.285714285,5718083.333333333,7687797.619047619,3843898.809523809,1598.064285714285,39.425,30.88928571428571,174.7258571428571,1,2,1,1,5,5,1,1,5,1,0
521761,32,76,1,1830000,1056083.333333333,2886083.333333333,1443041.666666666,2031.248520408163,48.74765306122449,30.89423469387754,281.8521428571428,2,4,1,5,5,5,5,5,5,5,0
521774,32,76,1,6392142.857142858,11111250,17503392.85714285,8751696.429,2716.013367346939,92.54807653061224,65.31554591836733,373.6802428571428,1,1,1,1,5,1,1,1,5,1,0
521783,32,76,1,5244857.142857142,2347000,7591857.142857142,2530619.047619047,2708.994183673469,93.26764626,71.47078231292518,345.8904285714285,1,2,1,5,5,5,5,1,5,1,1
521784,32,76,1,2309142.857142856,1767583.333333333,4076726.19,1358908.73,1670.584523809523,48.69094557823127,32.35578231292517,210.2377857142857,1,4,1,5,5,5,5,1,5,1,1
521785,32,76,1,2645571.428571428,2320666.666666666,4966238.095238095,1241559.523809523,1973.516939,57.63764795918369,54.70267091836736,276.6979107142857,1,4,1,5,5,5,5,1,5,1,2
521854,32,76,1,3390428.571428571,1782833.333333333,5173261.904761904,862210.3174603175,1776.081020408163,61.50515646258502,48.92683163265304,207.9452499999999,1,1,5,5,5,1,5,1,5,1,2
521875,32,76,1,5545714.285714287,7282166.666666669,12827880.95238095,3206970.238095239,2107.158418367346,75.17986224489798,51.29120918367347,278.2152857142856,1,1,1,1,5,1,1,1,1,1,2
521877,32,76,1,6197142.857142859,7462166.666666666,13659309.52380952,3414827.380952381,2909.101607142856,88.52839285714283,49.61274999999999,406.0556428571426,1,2,1,5,5,1,1,1,1,1,2
521885,32,76,1,3399428.571428571,3593916.666666666,6993345.238095237,2331115.079365079,1481.531129,37.02100680272108,35.95756462585033,186.9711428571427,2,2,1,5,5,5,5,1,5,5,1
522007,32,76,1,3365241.428571429,4027583.333333335,7392824.761904764,1478564.952380952,2063.835755,52.68332244897959,44.41150612244898,282.1327142857143,1,2,1,5,5,5,5,5,5,1,3
522011,32,76,1,2027571.428571428,1736249.999999999,3763821.428571428,940955.3571,1914.685357142857,54.58267857142858,42.03821428571428,254.4764464285713,2,5,1,5,5,5,5,1,5,5,2
522048,32,76,1,2769857.142857143,3857416.666666666,6627273.81,2209091.27,1795.506666666666,61.11964285714286,50.37876190476191,200.3203095238095,1,4,1,5,5,5,5,1,5,1,1
522056,32,76,1,2140714.285714285,1622583.333333333,3763297.619047618,940824.4047619046,2162.895408163265,59.25236734693877,41.52809693877549,276.1336071428571,2,2,5,5,5,5,5,1,5,5,2
522063,32,76,1,2662770,4130333.333333332,6793103.333333332,2264367.777777777,1722.466006802721,55.36564897959186,41.66802721088435,229.3646047619047,1,4,1,5,5,5,1,1,5,1,2
522067,32,76,1,7371428.571428572,11149166.66666666,18520595.23809523,6173531.746031746,2376.238809523809,67.01409523809527,54.8642619,335.2172142857141,1,1,1,1,5,1,1,1,5,1,1
522079,32,76,1,3068571.428571429,7556250,10624821.42857142,3541607.142857143,1469.321224489795,51.28295918367348,43.68489795918367,179.6974999999999,1,2,1,1,5,1,1,1,5,1,1
522083,32,76,1,3210771.428571428,2698333.333333333,5909104.761904761,2954552.381,2041.993185714285,56.27361428571429,57.71165000000001,328.7340714285714,1,1,1,1,5,5,5,1,5,1,1
522096,32,76,1,4070571.428571428,3754499.999999999,7825071.428571428,1565014.285714285,1765.723930612244,67.08817959183673,45.97220204,219.8870714285713,1,4,1,5,5,5,1,1,5,1,1
